153,食品餐饮,一般，没烤鸭了，服务员态度冷淡,0,烤鸭 服务员 态度 冷淡
156,食品餐饮,服务挺好哦，菜的种类不太多，不是很好吃，下次不会去了，有点失望,0,服务 挺 好 菜 种类 不太多 好吃 下次 有点 失望
160,食品餐饮,货运部效率不高，他们不管收货人等等不等的用，不管货物是否是能变质的东西，分发给固定路线的快递员，快递员车环了，货运部，也等着，不进行调配，，打电话问，让顾客自己到货运部取，这就是你们的经营方式吗？,0,货运 部 效率 不高 收货人 货物 是否是 变质 东西 分 发给 固定 路线 快递 员 快递 员车 环 货运 部 进行 调配 打电话 问 顾客 货运 部取 经营方式
165,食品餐饮,水煮鱼煮成这样还金牌直接叫油煮鱼不更好淡而无味，我只能表示无奈，在车站路吃的，态度差的可以，一听不办会员卡扭头就走！三个大人吃了200多竟然没有人吃的饱而且五份菜没有个能觉得稍微能吃！之前在马家堡吃的不至于差成这样！反正不会第二次去吃了,0,水煮鱼 煮成 金牌 直接 叫油 煮 鱼 更好 淡而无味 只能 表示 无奈 车站 路 吃 态度 差 一听 不办 会员卡 扭头 走 三个 大人 吃 人 吃 五份 菜 觉得 稍微 吃 之前 马家堡 吃 差成 反正 第二次 吃
173,食品餐饮,东西不够卫生，吃完回家拉肚子。。。不建议去，环境也一般般！就这点东西还要200+，不值得！,0,东西 不够 卫生 吃 完 回家 拉肚子 建议 环境 一般般 这点 东西 还要 值得
178,食品餐饮,很贵！比午餐每位贵了一百元，但是菜式并没有增加，只看到一张台的有吃龙虾，并没有见到有摆出来，难道是服务员藏起来了？,0,很贵 午餐 每位 贵 一百元 菜式 增加 只 看到 一张 台 吃 龙虾 见到 摆出来 服务员 藏
183,食品餐饮,服务员特少，没人管，服务极差，答应送果盘，半天也不见来。,0,服务员 特少 没人管 服务 极差 答应 送 果盘 半天 不见
198,食品餐饮,一点都不好，我们同事那一桌只剩下了这个点，就扣了我们50元钱，味道也是一般,0,一点 不好 同事 一桌 只 剩下 点 扣 元 钱 味道
200,食品餐饮,垃圾垃圾垃圾腊肉41急急火火斤斤计较,0,垃圾 垃圾 垃圾 腊肉 急 急火火 斤斤计较
206,食品餐饮,四川成都的乡村基（沙湾嘉茂店），下了单中午送结果对方没送来，还强制取消我的订单（说我重复下单）。之后反复投诉，打400电话，APP留言，到现在，15天了，百度外卖连个说法都没有。又是一个只收钱不管理的主。全凭商家自觉。,0,四川 成都 乡村 基 沙湾 嘉茂店 下 中午 送 对方 送来 强制 取消 订单 说 重复 下单 之后 反复 投诉 打电话 留言 现在 天 百度 外卖 说法 一个 只 收钱 管理 主全 商家 自觉
211,食品餐饮,一般，菜品不够丰富，搜很多东西都没有,0,菜品 不够 丰富 搜 东西
234,食品餐饮,很一般，不是很好吃，东西也不多,0,好吃 东西
237,食品餐饮,服务太差！ 订个19元的汤没有，让打电话改个9元的，要额外加9元的费用！！！,0,服务 太差 订个 元 汤 打电话 改个 元 额外 加元 费用
246,食品餐饮,菜上的特别慢、点了份鱼头泡饼光上鱼不上饼，,0,菜 特别 慢点 份 鱼头 泡饼 光上 鱼 饼
247,食品餐饮,觉得大鸭梨越来越不好吃了，以前觉得烤鸭还成，昨天去吃发现烤鸭做的也不好了，以后估计不会再去了,0,觉得 大鸭梨 越来越 好吃 以前 觉得 烤鸭 还成 昨天 吃 发现 烤鸭 做 不好 以后 估计 再
253,食品餐饮,还尼玛热的饿了吗 你他妈自己来尝一下有多凉，营销不要脸,0,尼玛 热 饿 妈 来尝 一下 有多凉 营销 不要脸
262,食品餐饮,一般！去的时候是高峰期，服务员的态度不好，可能是太忙了吧！以后不会去那家店了,0,高峰期 服务员 态度 不好 太忙 以后 那家店
265,食品餐饮,菜是不错 就是能快点儿吗 凉菜都吃饱了热菜还没上来,0,菜 不错 快点儿 凉菜 吃饱 热菜
267,食品餐饮,服务不好，，，，。。。排队排了三个多小时，是真心的没有第二次了,0,服务 不好 排队 排 三个 小时 真心 第二次
275,食品餐饮,味道还行，手撕饼和烤鸭饼都很油，一只烤鸭只有两小盘，还不是当面片鸭子，屋里吸音做的不好，人多的时候很吵,0,味道 行手 撕饼 烤鸭 饼 油 一只 烤鸭 两 小盘 当面 片 鸭子 屋里 吸音 做 不好 人多 吵
292,食品餐饮,一家坑爹公司，NN的坑了我20000块！想代理的小心上当,0,一家 坑爹 公司 坑 块 想 代理 小心 上当
299,食品餐饮,很多人，环境好，烧烤时间从开单算，绝对不够的。如果是中午12点才到，基本不用考虑取车骑车了。,0,人 环境 好 烧烤 时间 开单 算 不够 中午 点 不用 考虑 取车 骑车
301,食品餐饮,太油腻了。服务一般。来了不叫服务员都没人。菜单也不给拿。,0,太 油腻 服务 服务员 没人 菜单
310,食品餐饮,无语，服务员太厉害了，不敢恭维，等了一个小时买单，却还反过来被骂,0,无 语 服务员 太 厉害 不敢恭维 一个 小时 买单 却 骂
316,食品餐饮,上菜太慢太慢了，给了半小时沙漏，正好沙子漏完。菜才上齐，要一壶白开水，到走了也没给上,0,上菜 太慢 太慢 半小时 沙漏 正好 沙子 漏 完菜 齐要 一壶 白开水 走
331,食品餐饮,网站对于店家没有丝毫的监管及约束能力，客服基本毫无作用，告诉同志们，千万别去点了,0,网站 店家 丝毫 监管 约束 能力 客服 毫无作用 告诉 同志 千万别 点
335,食品餐饮,一定不要在喝醉的时候买单啊，无语啊,0,一定 喝醉 买单 无语
342,食品餐饮,骗子网站，骗了我25块钱，买之看应该看一下，一定要向公安局报案,0,骗子 网站 骗 块钱 买 应该 一下 一定 公安局 报案
348,食品餐饮,6月份吃的时候都可以在蘸碟快没了的情况下添加，这次就被要求不能添加，只能再买一份。感觉全凭服务员心情...,0,月份 吃 蘸 碟 快没了 情况 下 添加 这次 要求 添加 只能 再 买 一份 感觉 全 服务员 心情
353,食品餐饮,一开始的时候用得还可以。后来有一次点的餐感觉卫生条件太差了，青菜里面还有黄色泥巴叶子，鱼没有煎熟。后来就不敢用了,0,一次 点 餐 感觉 卫生条件 太差 青菜 里面 黄色 泥巴 叶子 鱼 煎 熟 不敢
356,食品餐饮,饿了么垃圾 ，点的一个某快餐，真TM难以下咽，还不如餐桌网！虽然贵点。。。,0,饿 垃圾 点 一个 快餐 真 难以 下咽 餐桌 网 贵点
361,食品餐饮,为什么感觉皮那么油腻呢？我听说皮和脂肪是分开的，到我吃的怎么木有分开呢！,0,感觉 皮 油腻 听说 皮 脂肪 分开 吃 木有 分开
362,食品餐饮,海玩服务还不错，确实方便，我去自由行的时候，门票啥的都是这定的。就是接收邮件的时候产生点误会，确认邮件被垃圾邮件没收了，跟客服MM凶了一下，还好他们服务态度不错。放心使用，没毛病！,0,海玩 服务 不错 确实 方便 自由 行 门票 这定 接收 邮件 产生 点 误会 确认 邮件 垃圾邮件 没收 客服 凶 一下 还好 服务态度 不错 放心使用 毛病
364,食品餐饮,外卖送的太慢了，快一个小时了都还没到，我的外卖呢呢呢！！！！！！,0,外卖 送 太慢 一个 小时 都还没 外卖
371,食品餐饮,蜂鸟配送，只会扣配送员的辛苦钱，有图有真相，申诉没用的，商家不给餐，导致系统取消订单，凭什么扣配送员100元，打电话给客服，说系统取消订单都申诉不通过，,0,蜂鸟 配送 只 会扣 配送 员 辛苦 钱 图 真相 申诉 没用 商家 餐 导致系统 取消 订单 扣 配送 员元 打电话 客服 说 系统 取消 订单 申诉
376,食品餐饮,太撇了，服务态度差不说了菜品又少，环球中心又开在卡卡格格头，更搞笑还特意提醒时间，草泥马消费还要看时间，你以为是皇家沐浴索，人多就不提醒时间人少就一直守，这个只能烧没吃过烤肉第一次消费，老顾客也绝对不会在进这家店，加盟商比其他店消费还高，最重要的就是服务态度*,0,太撇 服务态度 差不说 菜品 少 环球 中心 开 卡卡 格格 头 搞笑 特意 提醒 时间 草泥马 消费 还要 时间 以为 皇家 沐浴 索人 提醒 时间 人少 一直 守 只能 烧 没吃过 烤肉 第一次 消费 顾客 进 这家 店 加盟商 店 消费 高 最 重要 服务态度
400,食品餐饮,味道一般，主要是用酱拌出来的，有点儿咸。下次不会再去吃。,0,味道 主要 酱 拌 有点儿 咸 下次 再 吃
410,食品餐饮,服务质量很差 服务人员不少 但还是忙的乱跑,0,服务质量 很差 服务 人员 忙 乱跑
411,食品餐饮,真的是越来越差了，锅包肉全是面和黏糊糊的酱，四喜丸子全是面和萝卜，豪无肉味，招牌烤鸭也不如以前好吃了。,0,真的 越来越 差 锅包肉 全是 面 黏糊糊 酱 四喜 丸子 全是 面 萝卜 豪无 肉味 招牌 烤鸭 以前 好吃
413,食品餐饮,红庙这家不怎么样 鸭子在后厨片 量小,0,红庙 这家 不怎么样 鸭子 后 厨片量 小
415,食品餐饮,没有以前好吃了，大家一起去的，感觉差了很多,0,以前 好吃 一起 感觉 差
418,食品餐饮,百度一如既往的窃取用户隐丶私 她妈的农工商和KFC你怎么知道我用过了？谁她妈告诉你了？谁她妈允许你给我推送的  傻丶逼百度,0,百度 一如既往 窃取 用户 隐 丶 私 妈 农工商 知道 我用 妈 告诉 妈 允许 推送 傻 丶 逼 百度
422,食品餐饮,炝炒圆白菜很油，鸭酱味道不对哇,0,炝 炒 圆白菜 很油 鸭酱 味道
425,食品餐饮,我不是针对这个软件的，我的问题是：我的朋友在百度外卖工作。他的工作是推广百度外卖。进而言之就是百度外卖找了许多高中或初中毕业生去大街小巷宣传百度外卖。并让街上的叔叔阿姨或者其他人员下载百度外卖并完成一单交易。首用可降低10元。我朋友就是干这的。那瓶果汁12元。那家店也是他们虚构的。改过好几次名字。如：千之味、 香湾港、寻面&hellip	&hellip	。他们要让叔叔阿姨买着瓶果汁。先付2元钱。然后我朋友在把钱转给他。这样他们就相当于一元钱都不花就可以免费获得一瓶大瓶果汁。我朋友花的这2元钱老板给报销。我去过这家百度外卖公司。很烂，很脏，蚊子也多。我...,0,针对 软件 问题 朋友 百度 外卖 工作 工作 推广 百度 外卖 进而言之 百度 外卖 找 许多 高中 初中 毕业生 大街小巷 宣传 百度 外卖 街上 叔叔 阿姨 人员 下载 百度 外卖 完成 一单 交易 首用 降低 元 朋友 干 瓶 果汁 元 那家店 虚构 改过 好 几次 名字 如千之味 香湾港 寻面 叔叔 阿姨 买 瓶 果汁 先付 元 钱 朋友 钱 转给 相当于 一元 钱 不花 免费 获得 一瓶 瓶 果汁 朋友 花 这元 钱 老板 报销 去过 这家 百度 外卖 公司 很烂 很脏 蚊子
438,食品餐饮,菜品味道一般，不算太好吃，估计不会再去,0,菜品 味道 不算 太 好吃 估计 再
444,食品餐饮,吃完就得急性肠胃炎了 去医院验血大夫说是因为吃的食物有问题,0,吃 完 急性 肠胃炎 医院 验血 大夫 说 是因为 吃 食物 问题
450,食品餐饮,东西不怎么样，不怎么好吃，就是不限时还挺好的，总体评价不高，以后也不想去了,0,东西 不怎么样 好吃 限时 挺 好 总体 评价 不高 以后 不想
451,食品餐饮,人多结账太慢了，等了小二十分钟。,0,人多 结账 太慢 小 二十分钟
453,食品餐饮,味道大不如以前，菜价一个劲的长，以后都不会光顾了,0,味道 以前 菜价 一个劲 长 以后 光顾
455,食品餐饮,这家店有点信誉问题，10点半开店下单、到11点半菜品还没有做，让配送员也等了很久。店方说10点半上班、要11点半才能准备好&hellip	当顾客是傻子么，慢就是慢，或者干脆就是忘了做。,0,这家 店 有点 信誉 问题 点半 开店 下单 点 菜品 做 配送 员 久 店方 说点 上班 要点 准备 好 顾客 傻子 慢 慢 干脆 忘 做
466,食品餐饮,赶上婚宴，排队等餐，足足等了一个半小时，什么胃口都没有了。,0,赶上 婚宴 排队 等餐 足足 一个半 小时 胃口
473,食品餐饮,莱一般，米饭太硬了。收款的人太少了。,0,莱 米饭 太硬 收款 人太少
486,食品餐饮,味道还好就是收银讨厌说只能抵300老子也不想和她理论算求了,0,味道 还好 收银 讨厌 说 只能 抵 老子 不想 理论 算求
487,食品餐饮,服务态度不好，人多吵杂，乱哄哄。,0,服务态度 不好 人多 吵杂 乱哄哄
492,食品餐饮,这还是西式快餐吗？太诡异了，中西结合大盒饭！,0,西式 快餐 太 诡异 中西 结合 盒饭
494,食品餐饮,太差劲了，搞什么优惠券，结果用了优惠券下单，状态显示已成功，但是饭店就是不送，害我等了两个小时，打电话问客服，客服说给我回电话，也没有回，等20分钟后再打说客服，说饭店说给我打电话，客服自己就不打了，后来接通饭店电话后，说没看见我的订单被压到下面了，马上送过来，结果送过来了还要收优惠券的钱。都不知道这个网站搞什么飞机。这样愚弄客户，想必你们也长久不了。,0,太 差劲 搞 优惠券 优惠券 下单 状态 显示 已 成功 饭店 不送害 两个 小时 打电话 问 客服 客服 说 回 电话 回等 分钟 后 再 说 客服 说 饭店 说 打电话 客服 接通 饭店 电话 后 说 看见 订单 压到 下面 送过来 送过来 还要 收 优惠券 钱 知道 网站 搞 飞机 愚弄 客户 想必 长久
499,食品餐饮,差评，东西少，牛排没有味道，几个小孩在大吵大闹也没人管，吃饭在桌球台旁边，别人打桌球杆子都伸到我们桌上来了，不会再去。,0,差评 东西 少 牛排 味道 几个 小孩 大吵大闹 没人管 吃饭 桌球台 旁边 桌球 杆子 伸到 桌上 再
507,食品餐饮,产品和技术都不到位，不想说太多。,0,产品 技术 到位 不想 说太多
509,食品餐饮,宅急送一点都不急的&hellip	&hellip	经常等得饿死了吃的还没到。不过不用出去买也就只好这么凑合了。,0,宅急送 一点 急 饿死 吃 没到 不用 买 只好 凑合
511,食品餐饮,一般般 肉的种类太少了，涮的只有一种羊肉，考的有一些，都不太新鲜。海鲜被人翻的乱七八糟的,0,一般般 肉 种类 太少 涮 一种 羊肉 考 一些 太 新鲜 海鲜 人 翻 乱七八糟
516,食品餐饮,感觉味道一般。不咋地。就比格高点,0,感觉 味道 比格 高点
518,食品餐饮,走进去交了券才发现以前来过，上次印象就不太好，这次印象更差。没有储物柜，一两个人来吃简直不能愉快地取餐。没有健康饮料，除了酒就都是些色素香精兑的东西，给个茶也好啊。菜品种类少，质量不好，烤出来很难吃。也不是完全没优点，水果还是不错的。总之吃得不愉快,0,走进 交 券 发现 以前 来过 上次 印象 不太好 这次 印象 更差 储物柜 一两个 人来 吃 愉快 取餐 健康 饮料 酒 些 色素 香精 兑 东西 茶 菜品 种类 少 质量 不好 烤 难吃 完全 优点 水果 不错 吃 愉快
520,食品餐饮,这个网站是假的，大家千万不要相信，都是骗子，我就上当了，啊啊 啊啊啊啊啊，愤怒,0,网站 假 相信 骗子 上当 啊啊啊 啊啊啊 愤怒
521,食品餐饮,假网站 付款后也查不到订单信息 也没有服务电话 根本没有任何方式联系到商家 钱也只有打水漂了 大家别上当！,0,假 网站 付款 后 查不到 订单 信息 服务 电话 根本 方式 联系 商家 钱 打水漂 上当
524,食品餐饮,去了很多次了，感觉越来越没意思，菜品更新太慢，每次去都是那几个热菜，凉菜也少，希望能把热菜换快点。,0,感觉 越来越 没意思 菜品 更新 太慢 每次 几个 热菜 凉菜 少 希望 热菜 换 快点
534,食品餐饮,宽板凳难道不是连锁的么？吃货那么多家，这家最难吃。从来不给差评的，都忍不住了。服务员也木讷。而且脏兮兮的。这的无语了，以后不会再来了！,0,宽 板凳 连锁 吃货 多家 这家 最 难吃 从来不 差评 忍不住 服务员 木讷 脏兮兮 无语 以后 再来
542,食品餐饮,太垃圾了，往别人家大门上乱贴百度外卖的广告，，搞的门上乱七八糟的，有此可以看出一个公司的水平！,0,太 垃圾 家 大门 上乱 贴 百度 外卖 广告 搞 门上 乱七八糟 看出 一个 公司 水平
554,食品餐饮,不得不说这次吃的太失败了，烤鸭酱糊了，特别苦，挺好的烤鸭都让酱给耽误了！就是因为酱不对味烤鸭吃的一点都不香！,0,说 这次 吃 太 失败 烤鸭 酱糊 特别 苦挺 好 烤鸭 酱 耽误 酱 不对味 烤鸭 吃 一点 不香
561,食品餐饮,很差的餐厅，东西也不卫生，去了一次之后再也不想去了。。。。。,0,很差 餐厅 东西 卫生 一次 之后 再也 不想
568,食品餐饮,食材质量实在太差了，冰冻很久才拿出来，只是被表面蒙了,0,食材 质量 实在 太差 冰冻 很久 表面 蒙
569,食品餐饮,去的西三旗店，我们家去过很多次了以前觉得还好，今天竟然在疙瘩汤里吃出了木签子，虽然换了一份，但心里还是不太舒服。而且今天很离奇，锅子娃娃菜和小炒牛肉都辣到飞起&hellip	&hellip	,0,西三旗 店 家 去过 以前 觉得 还好 今天 疙瘩汤 里 吃 木 签子 换 一份 心里 不太 舒服 今天 离奇 锅子 娃娃 菜 小炒 牛肉 辣到 飞起
570,食品餐饮,做一个金鸭梨半个小时，等了半天,0,做 一个 金 鸭梨 半个 小时 半天
582,食品餐饮,鸭架汤喝出餐巾纸   真心吃不下去了,0,鸭架 汤 喝 餐巾纸 真心 吃 下去
584,食品餐饮,服务员上菜太慢，上菜都凉了，口感大打折扣。最后的水果盘催了好多次都没上，自己端的！,0,服务员 上菜 太慢 上菜 凉 口感 大打折扣 最后 水果盘 催 好 没上 端的
593,食品餐饮,一般，有个白衣服胖子吊儿郎当，欠揍,0,有个 衣服 胖子 吊儿郎当 欠揍
600,食品餐饮,傻瓜都知道下面这些是托，麻烦了拜托，当托也动下脑子好不好，一个个评价配的图不是托还能是啥，明明就是自己做的推广图片嘛！是托死quanjia，垃圾软件还在这不停的刷好评！用了软件你网站不被K算你幸运，不过被降权是肯定的，多少人花钱被流量兄弟坑的经历。消费者们长点心吧，别花了钱到时候没地方诉苦！最重要的一点，千万不要转支付宝，到时候没证据。垃圾软件，就别在这坑人了！,0,傻瓜 知道 下面 托 麻烦 拜托 当托 动下 脑子 好不好 一个个 评价 配 图 托 明明 做 推广 图片 托 死 垃圾 软件 不停 刷 好评 软件 网站 算 幸运 降权 肯定 人 花钱 流量 兄弟 坑 经历 消费者 长 点心 别花 钱 到时候 地方 诉苦 最 重要 一点 转 支付宝 到时候 证据 垃圾 软件 就别 坑人
609,食品餐饮,不太好，服务不太热情，好多菜没有,0,不太好 服务 不太 热情 好多 菜
619,食品餐饮,菜系偏少，海鲜还是有点，寿司不新鲜,0,菜系 偏少 海鲜 有点 寿司 新鲜
621,食品餐饮,东西还不错，吃的特别撑，就是点的三文鱼份量都不足，点什么服务员都一副嫌我点多的样子，嫌火焰冰淇淋麻烦，假装没听到直接给我们上的冰淇淋，后来我们再三要求再上，铁板烧师傅人很好，一点都不嫌我们麻烦啊，还很客气,0,东西 不错 吃 特别 撑 点 三文鱼 份量 不足 点 服务员 一副 嫌 我点 样子 嫌 火焰 冰淇淋 麻烦 假装 听到 直接 冰淇淋 再三 要求 再 铁板烧 师傅 人 好 一点 嫌 麻烦 客气
624,食品餐饮,越来越差了 螃蟹是冷的 也不新鲜 烤鸭特难吃 服务员眼里没活,0,越来越 差 螃蟹 冷 新鲜 烤鸭 特 难吃 服务员 眼里 没活
631,食品餐饮,去了一次，一般般吧！！！！！！,0,一次 一般般
643,食品餐饮,切得不怎么样，鸭皮和鸭肉都是分开的，要多难吃有多难吃！一百多块钱花得一点也不值，就送了一个果盘。,0,切得 不怎么样 鸭皮 鸭肉 分开 多难 吃 多难 吃 一百多块 钱花 一点 不值 送 一个 果盘
644,食品餐饮,百度外卖是一坨屎 ！投诉根本找不到人！！等着我3.15打电话投诉到工信部！,0,百度 外卖 坨 屎 投诉 根本 找 不到 人 打电话 投诉 工信部
656,食品餐饮,这里的自助区调制的油碟居然是单独收费的，明明是论碗收费，服务员非说是论料收费，简直是分分钟想拉黑，吃过好多次了，第一次碰到这种幺蛾子！友尽，债见,0,自助 区 调制 油 碟 单独 收费 明明 论碗 收费 服务员 非说 论料 收费 分 分钟 想拉黑 吃 好 第一次 碰到 这种 幺 蛾子 友尽 债见
676,食品餐饮,提车点在进门不远，烧烤点远一点，得骑车过去。车都比较差，不好骑。元旦人很多，几乎骑不动。,0,提车点 进门 不远 烧烤 点远 一点 骑车 过去 车 比较 差 不好 骑 元旦 人 骑不动
684,食品餐饮,宫保鸡丁鸡肉很少，全是葱，服务员态度不好！,0,宫保鸡 丁 鸡肉 全是 葱 服务员 态度 不好
688,食品餐饮,晚上去的，真心觉得冷，越吃越冷啊,0,晚上 真心 觉得 冷越 吃 越 冷
689,食品餐饮,首先感谢店家，送了瓜条和葱丝。接下来提意见了！没店里好吃，芥兰里有根头发......,0,感谢 店家 送 瓜条 葱丝 提意见 店里 好吃 芥兰 里 根 头发
